787,Indeterminate,Indeterminate,Indeterminate
789,Indeterminate,Indeterminate,Indeterminate
801,Indeterminate,Indeterminate,Indeterminate
802,Indeterminate,Indeterminate,Indeterminate
804,Indeterminate,Indeterminate,Indeterminate
806,Indeterminate,Indeterminate,Indeterminate
807,Indeterminate,Indeterminate,Indeterminate
812,Indeterminate,Indeterminate,Indeterminate
813,Indeterminate,Indeterminate,Indeterminate
814,Indeterminate,Indeterminate,Indeterminate
815,Indeterminate,Indeterminate,Indeterminate
816,Indeterminate,Indeterminate,Indeterminate
817,Indeterminate,Indeterminate,Indeterminate
818,Indeterminate,Indeterminate,Indeterminate
819,Indeterminate,Indeterminate,Indeterminate
820,Indeterminate,Indeterminate,Indeterminate
821,Indeterminate,Indeterminate,Indeterminate
822,Indeterminate,Indeterminate,Indeterminate
823,Indeterminate,Indeterminate,Indeterminate
824,Indeterminate,Indeterminate,Indeterminate
825,Indeterminate,Indeterminate,Indeterminate
826,-60.68,31.3,-0.19
827,Indeterminate,Indeterminate,Indeterminate
829,Indeterminate,Indeterminate,Indeterminate
830,Indeterminate,Indeterminate,Indeterminate
832,Indeterminate,Indeterminate,Indeterminate
833,Indeterminate,Indeterminate,Indeterminate
834,Indeterminate,Indeterminate,Indeterminate
835,Indeterminate,Indeterminate,Indeterminate
836,Indeterminate,Indeterminate,Indeterminate
838,Indeterminate,Indeterminate,Indeterminate
839,Indeterminate,Indeterminate,Indeterminate
840,Indeterminate,Indeterminate,Indeterminate
841,Indeterminate,Indeterminate,Indeterminate
842,Indeterminate,Indeterminate,Indeterminate
844,Indeterminate,Indeterminate,Indeterminate
845,Indeterminate,Indeterminate,Indeterminate
847,Indeterminate,Indeterminate,Indeterminate
849,Indeterminate,Indeterminate,Indeterminate
850,Indeterminate,Indeterminate,Indeterminate
851,Indeterminate,Indeterminate,Indeterminate
852,Indeterminate,Indeterminate,Indeterminate
853,30.95,-41.58,-15.5
854,Indeterminate,Indeterminate,Indeterminate
855,Indeterminate,Indeterminate,Indeterminate
856,Indeterminate,Indeterminate,Indeterminate
857,Indeterminate,Indeterminate,Indeterminate
858,Indeterminate,Indeterminate,Indeterminate
859,Indeterminate,Indeterminate,Indeterminate
860,Indeterminate,Indeterminate,Indeterminate
861,Indeterminate,Indeterminate,Indeterminate
862,Indeterminate,Indeterminate,Indeterminate
863,Indeterminate,Indeterminate,Indeterminate
864,Indeterminate,Indeterminate,Indeterminate
865,Indeterminate,Indeterminate,Indeterminate
866,Indeterminate,Indeterminate,Indeterminate
867,Indeterminate,Indeterminate,Indeterminate
868,Indeterminate,Indeterminate,Indeterminate
869,Indeterminate,Indeterminate,Indeterminate
870,Indeterminate,Indeterminate,Indeterminate
872,Indeterminate,Indeterminate,Indeterminate
873,Indeterminate,Indeterminate,Indeterminate
874,Indeterminate,Indeterminate,Indeterminate
875,Indeterminate,Indeterminate,Indeterminate
876,Indeterminate,Indeterminate,Indeterminate
877,Indeterminate,Indeterminate,Indeterminate
878,Indeterminate,Indeterminate,Indeterminate
879,Indeterminate,Indeterminate,Indeterminate
880,Indeterminate,Indeterminate,Indeterminate
881,Indeterminate,Indeterminate,Indeterminate
883,Indeterminate,Indeterminate,Indeterminate
884,Indeterminate,Indeterminate,Indeterminate
885,Indeterminate,Indeterminate,Indeterminate
886,Indeterminate,Indeterminate,Indeterminate
